Name	Completeness	Contamination	Strain_heterogeneity	Genome_size	Contig_N50	GC	Group
R_15_M_3.bin.26	95.12	0.46	0	4.124272	75.5	64.7	R_15
R_15_M_3.bin.27	95.13	8.1	70.83	4.265928	117.717	63.7	R_15
R_15_M_3.bin.28	78.84	1.11	0	2.446774	30.918	71.5	R_15
R_15_M_3.bin.29	60.69	7.47	0	6.333324	2.106	59.4	R_15
R_15_N_1.bin.01	85.28	4.84	100	4.363773	29.777	35.9	R_15
R_15_N_1.bin.02	55.43	3.88	23.08	2.36213	9.167	65.3	R_15
R_15_N_1.bin.03	98.56	2.23	41.67	4.198722	50.726	62.1	R_15
R_15_N_1.bin.04	100	4.73	0	5.013533	96.831	35.6	R_15
R_15_N_1.bin.05	82.92	0.1	0	2.973503	58.495	64.2	R_15
R_15_N_1.bin.06	70.51	3.5	100	2.480408	9.896	65.2	R_15
R_15_N_1.bin.07	100	0.49	0	5.027319	41.623	40.6	R_15
R_15_N_1.bin.08	95.22	4.57	100	4.558997	60.277	61.9	R_15
R_15_N_1.bin.09	80.16	9.16	50	3.442937	8.185	64	R_15
R_15_N_1.bin.10	99.81	0.02	33.33	3.102642	95.551	70.8	R_15
R_15_N_2.bin.01	83.3	0.83	43.75	4.500606	6.082	62.9	R_15
R_15_N_2.bin.02	80.61	0.07	100	5.665179	21.289	73.5	R_15
R_15_N_2.bin.03	83.19	2.02	0	4.138126	57.902	42.1	R_15
R_15_N_2.bin.04	91.23	3.07	10	3.662093	22.622	70.8	R_15
R_15_N_2.bin.05	94.34	4.35	100	4.551199	64.665	62.1	R_15
R_15_N_2.bin.06	93.54	4.85	33.33	4.278972	67.72	61.8	R_15
R_15_N_2.bin.07	77.95	6.33	23.08	3.277655	11.461	64.9	R_15
R_15_N_2.bin.08	75.45	0.6	16.67	4.344412	4.247	54.1	R_15
R_15_N_2.bin.09	93.32	2.03	14.29	3.035029	39.82	70.8	R_15
R_15_N_2.bin.10	72.92	2.74	0	3.394185	6.218	62.5	R_15
R_15_N_2.bin.11	100	0.32	0	5.039542	40.071	40.6	R_15
R_15_N_2.bin.12	92.57	0.12	0	3.143469	45.922	64.1	R_15
R_15_N_2.bin.13	94.88	1.65	34.78	2.895651	28.653	69	R_15
R_15_N_2.bin.14	91.19	1.4	25	3.786179	159.836	43.7	R_15
R_15_N_3.bin.01	78.81	0.93	0	3.268042	29.963	44.6	R_15
R_15_N_3.bin.02	66.56	4.26	27.27	2.26259	28.081	64.4	R_15
R_15_N_3.bin.04	90.34	3.4	12.5	4.909921	14.352	38	R_15
R_15_N_3.bin.05	99.69	0.5	0	4.070076	22.72	64.2	R_15
R_15_N_3.bin.06	84.13	0.59	0	3.274356	12.46	76.3	R_15
R_15_N_3.bin.08	81.21	2.2	0	6.839259	18.085	73	R_15
R_15_N_3.bin.09	66.45	0.29	0	2.32299	9.315	68.1	R_15
R_15_N_3.bin.10	98.46	1.28	25	5.305949	11.352	54	R_15
R_15_N_3.bin.11	66.31	2.75	60	2.811941	6.031	69.7	R_15
R_15_N_3.bin.12	98.69	0.28	0	5.549351	54.371	62.8	R_15
R_15_N_3.bin.13	70.28	0.18	100	2.194663	14.962	69.7	R_15
R_15_N_3.bin.14	99.97	0.44	50	4.65705	86.653	61.7	R_15
R_15_N_3.bin.15	77.08	1.82	0	3.216217	12.964	68.6	R_15
R_15_N_3.bin.16	90.1	2.31	0	2.785334	35.527	69.1	R_15
R_15_N_3.bin.17	84.34	1.36	87.5	2.840668	24.892	68.4	R_15
R_15_N_3.bin.18	99.98	0.35	0	5.511299	427.301	41.6	R_15
R_15_N_3.bin.19	83.3	4.5	10.87	8.88877	37.296	72.1	R_15
R_15_N_3.bin.20	79.53	0.13	0	2.945658	25.082	66.9	R_15
R_15_N_3.bin.21	92.74	1.64	7.69	3.13114	34.189	66.2	R_15
R_15_N_3.bin.22	52.56	7.12	0	3.609515	3.42	65.6	R_15
R_15_R_1.bin.01	50.9	0.03	0	2.092096	95.4	62	R_15
R_15_R_1.bin.02	80.43	1.33	7.14	3.13995	3.035	44.8	R_15
R_15_R_1.bin.03	94.19	0.69	0	3.347628	31.288	64.1	R_15
R_15_R_1.bin.04	62.22	1.59	0	2.136606	15.883	64.9	R_15
R_15_R_1.bin.05	61.64	4.85	33.33	2.753851	9.309	65	R_15
R_15_R_1.bin.07	57.81	1.58	0	2.204677	10.486	65.3	R_15
R_15_R_1.bin.08	100	0.58	0	5.176341	89.008	40.5	R_15
R_15_R_1.bin.09	89.75	0.24	20	2.943122	73.024	70.9	R_15
R_15_R_2.bin.01	85.69	8.09	66.67	3.245848	10.305	68.4	R_15
R_15_R_2.bin.02	79.53	7.16	20	3.433583	11.128	64.9	R_15
R_15_R_2.bin.03	66.6	3.25	100	2.251514	17.907	64.8	R_15
R_15_R_2.bin.04	94.26	1.69	0	4.474662	71.022	61.8	R_15
R_15_R_2.bin.05	81.88	0.36	100	2.40581	25.646	71.2	R_15
R_15_R_2.bin.06	92.68	0.72	33.33	2.944026	50.804	70.9	R_15
R_15_R_2.bin.07	83.12	2.52	0	2.905673	45.621	64	R_15
R_15_R_2.bin.08	63.67	2.45	26.09	2.153482	3.015	68.8	R_15
R_15_R_2.bin.09	88.31	2.24	100	4.005519	58.976	62.2	R_15
R_15_R_2.bin.10	100	1.36	0	5.197154	115.739	40.5	R_15
R_15_R_3.bin.01	93.88	1.46	0	4.107166	8.972	64	R_15
R_15_R_3.bin.02	91.81	0.27	0	3.071095	73.001	70.9	R_15
R_15_R_3.bin.03	69.25	2.56	100	3.207462	4.523	70.8	R_15
R_15_R_3.bin.04	60.4	0.25	80	2.143724	4.877	68	R_15
R_15_R_3.bin.05	80.84	3.36	0	2.988935	36.415	68.7	R_15
R_15_R_3.bin.06	99.92	0.25	0	5.710585	53.445	62.7	R_15
R_15_R_3.bin.07	88.32	0.97	0	3.70025	35.738	66	R_15
R_15_R_3.bin.08	67.24	5.96	51.52	2.632277	33.029	68.6	R_15
R_15_R_3.bin.09	64.61	7.47	33.33	2.729981	4.581	69.7	R_15
R_15_R_3.bin.10	96.85	1.24	0	4.366007	245.023	38.5	R_15
R_15_R_3.bin.11	93.82	0.03	0	3.172711	51.234	64	R_15
R_15_R_3.bin.12	99.96	0.46	0	5.437876	391.011	41.7	R_15
R_15_R_3.bin.13	62.55	2.19	25	1.95733	6.636	73.4	R_15
R_15_R_3.bin.14	80.55	0.18	0	4.149583	14.389	41.5	R_15
R_15_R_3.bin.15	92.53	0.06	0	3.619317	113.764	64.8	R_15
R_15_R_3.bin.16	92.26	1.45	77.78	3.175997	27.148	68.8	R_15
R_15_R_3.bin.17	99.31	1.97	33.33	4.368735	79.15	61.8	R_15
R_15_R_3.bin.18	100	0.2	0	4.906789	54.852	40.7	R_15
R_15_R_3.bin.19	71.88	2.91	38.89	2.728504	10.169	65	R_15
R_15_R_3.bin.20	92.23	2.54	62.5	4.045464	81.353	62.1	R_15
R_15_T_1.bin.01	80.75	3.15	16.67	3.277202	7.663	66.1	R_15
R_15_T_1.bin.02	77.44	3.63	97.22	3.344758	56.115	61.3	R_15
R_15_T_1.bin.03	100	1.46	33.33	3.714592	58.298	44.3	R_15
R_15_T_1.bin.04	64.33	4.1	0	1.415094	28.997	65.8	R_15
R_15_T_1.bin.05	70.9	1.17	20	2.703613	9.647	64.9	R_15
R_15_T_1.bin.06	68.87	1.48	0	2.313931	37.648	62.1	R_15
R_15_T_1.bin.07	81.4	0.04	33.33	3.630944	29.786	44.6	R_15
R_15_T_1.bin.08	99.95	0.2	42.86	3.12813	132.864	70.8	R_15
R_15_T_1.bin.09	100	0.5	0	5.145328	37.157	40.5	R_15
R_15_T_1.bin.10	89.87	0.07	50	3.168011	51.946	64.1	R_15
R_15_T_2.bin.01	89.85	0.09	40	3.179826	39.052	64	R_15
R_15_T_2.bin.02	91.79	0.98	0	3.094803	70.579	70.9	R_15
R_15_T_2.bin.03	93.22	2.32	12.5	3.980039	77.269	62	R_15
R_15_T_2.bin.04	79.69	2.07	16.67	3.431797	13.578	43.8	R_15
R_15_T_2.bin.05	67.96	6.95	19.35	2.845095	9.445	65	R_15
R_15_T_2.bin.06	70.3	1.6	33.33	2.625464	17.368	65.5	R_15
R_15_T_2.bin.07	61.03	3.33	31.43	2.608318	6.791	67.6	R_15
R_15_T_2.bin.08	100	1.08	0	5.087947	110.56	40.6	R_15
R_15_T_2.bin.09	85.36	5.35	30	5.023355	4.296	35.6	R_15
R_15_T_2.bin.10	92.61	1.21	100	4.543708	55.025	61.8	R_15
R_15_T_3.bin.01	86.52	0.68	0	3.093331	39.41	64	R_15
R_15_T_3.bin.02	65.56	0.75	80	2.588593	33.015	62.1	R_15
R_15_T_3.bin.04	90.48	1.09	31.25	5.16845	14.503	62.9	R_15
R_15_T_3.bin.05	95.08	1.98	0	3.045616	33.929	68.8	R_15
R_15_T_3.bin.06	96.26	0	25	3.062054	79.04	70.8	R_15
R_15_T_3.bin.07	100	0.59	0	5.146994	91.335	40.5	R_15
R_15_T_3.bin.08	79.06	7.72	0	2.578407	20.687	65	R_15
R_15_T_3.bin.09	84.91	1.8	0	3.297954	6.781	76	R_15
R_15_T_3.bin.10	66.31	4.97	0	2.894908	9.634	64.9	R_15
R_15_T_3.bin.11	94.82	3.56	50	4.314417	63.29	62.2	R_15
R_30_A_1.bin.01	77.43	0.23	22.22	3.013905	8.38	64.5	R_30
R_30_A_1.bin.03	97.86	1.14	33.33	2.95864	27.312	69	R_30
R_30_A_1.bin.04	57	4.58	44.44	1.876936	7.93	69.5	R_30
R_30_A_1.bin.05	75.51	1.26	0	2.84028	13.171	65	R_30
R_30_A_1.bin.06	81.58	0.58	0	3.201952	21.633	66.3	R_30
R_30_A_1.bin.07	95.66	2.68	0	4.649827	143.674	62	R_30
R_30_A_1.bin.08	84.11	3.91	0	2.981131	21.633	68.5	R_30
R_30_A_1.bin.09	99.88	0.23	0	5.748193	57.182	62.7	R_30
R_30_A_1.bin.10	66.37	0.16	100	2.486473	9.952	71.1	R_30
R_30_A_1.bin.11	98.45	0.63	0	5.11742	46.233	40.5	R_30
R_30_A_1.bin.12	75.24	3.78	0	2.845052	22.721	72.1	R_30
R_30_A_1.bin.13	74.59	3.21	50	4.178214	21.82	62	R_30
R_30_A_1.bin.14	93.17	1.01	0	3.299712	54.645	64	R_30
R_30_A_1.bin.15	80.02	1.43	71.43	6.498333	21.316	72.3	R_30
R_30_A_1.bin.16	79.98	0.17	50	2.35129	23.581	69.3	R_30
R_30_A_1.bin.17	99.59	2.62	65	3.216625	81.292	70.7	R_30
R_30_A_2.bin.01	59.13	4.54	0	2.422111	4.642	71.1	R_30
R_30_A_2.bin.02	73.79	0.56	75	2.588528	13.817	70.8	R_30
R_30_A_2.bin.03	95.21	0.99	33.33	3.078638	75.366	70.8	R_30
R_30_A_2.bin.04	72.48	4.83	0	2.770973	16.235	71.2	R_30
R_30_A_2.bin.05	99.96	0.41	33.33	5.66872	51.75	62.7	R_30
R_30_A_2.bin.06	88.47	1.1	16.67	3.983539	53.356	65.9	R_30
R_30_A_2.bin.07	93.99	6.88	9.09	3.666399	32.147	66.8	R_30
R_30_A_2.bin.08	77.85	2.05	11.11	3.445511	12.679	73.8	R_30
R_30_A_2.bin.09	90.52	0.58	0	5.221517	24.585	62	R_30
R_30_A_2.bin.10	89.32	0.51	100	2.81749	17.371	70.8	R_30
R_30_A_2.bin.11	71.5	3.43	0	2.966858	12.409	69	R_30
R_30_A_2.bin.12	82.86	1.56	0	6.06158	4.038	49.9	R_30
R_30_A_2.bin.13	78.71	2.41	0	6.661864	11.255	72.6	R_30
R_30_A_2.bin.14	88.57	5.29	66.67	4.602211	25.821	61.9	R_30
R_30_A_2.bin.15	100	0.54	40	3.308388	57.353	64	R_30
R_30_A_2.bin.16	82.17	2.41	100	3.570589	15.142	65.8	R_30
R_30_A_2.bin.17	90.83	2.22	77.78	2.732971	17.561	69	R_30
R_30_A_3.bin.01	81.33	0.21	0	2.626175	34.212	71	R_30
R_30_A_3.bin.02	90.29	0.93	80	2.737307	24.414	69.1	R_30
R_30_A_3.bin.03	56.17	4.79	20	2.6691	3.829	70.9	R_30
R_30_A_3.bin.04	87.04	2.03	0	3.037042	11.315	65.4	R_30
R_30_A_3.bin.05	84.14	0	16.67	3.583971	10.822	64.3	R_30
R_30_A_3.bin.06	99.38	0	0	5.378184	53.246	62.8	R_30
R_30_A_3.bin.07	99.83	1.26	0	4.668166	91.92	61.7	R_30
R_30_A_3.bin.08	90.31	0.3	57.14	3.118956	20.468	64	R_30
R_30_A_3.bin.09	82.13	0.73	60	2.959846	24.152	70.7	R_30
R_30_A_3.bin.10	56.11	3.62	0	2.736841	2.424	74	R_30
R_30_A_3.bin.11	95.44	3.75	16.67	4.833633	59.753	66.2	R_30
R_30_A_3.bin.12	85.91	1.44	0	2.324768	12.455	64.4	R_30
R_30_M_1.bin.01	95.84	2.62	16.67	3.861961	26.05	73.6	R_30
R_30_M_1.bin.02	64.85	1.1	10	2.05461	2.987	69.1	R_30
R_30_M_1.bin.03	95.52	0.43	33.33	2.759021	27.267	69.1	R_30
R_30_M_1.bin.04	79.41	5.2	66.67	3.145623	23.25	68.2	R_30
R_30_M_1.bin.05	91.2	3.84	53.85	3.242415	23.441	64.1	R_30
R_30_M_1.bin.06	89.38	2.33	66.67	2.910167	31.809	70.9	R_30
R_30_M_1.bin.07	75.66	3.74	0	2.658685	9.503	69.4	R_30
R_30_M_1.bin.08	99.06	0.03	0	5.482721	54.593	62.8	R_30
R_30_M_1.bin.09	97.36	0.66	100	7.488597	31.453	72.3	R_30
R_30_M_1.bin.10	82.66	0.5	40	3.157022	13.247	64.2	R_30
R_30_M_1.bin.11	65.27	1.7	16.67	2.357993	6.779	73.7	R_30
R_30_M_1.bin.14	83.45	0.15	0	3.840733	37.301	41.4	R_30
R_30_M_1.bin.16	77.86	1.69	66.67	3.297379	23.946	66.4	R_30
R_30_M_2.bin.01	87.08	2.07	50	3.308429	23.85	62.6	R_30
R_30_M_2.bin.02	64.05	6.48	100	2.26679	5.032	71.1	R_30
R_30_M_2.bin.03	89.2	0.39	50	2.830237	56.28	69.5	R_30
R_30_M_2.bin.06	80.48	2.45	15.38	2.690384	29.721	69.5	R_30
R_30_M_2.bin.07	81.84	4.97	14.29	4.470998	10.192	61	R_30
R_30_M_2.bin.08	81.02	0.23	25	2.526567	55.949	66.9	R_30
R_30_M_2.bin.09	88.66	0.83	33.33	3.372924	14.905	73.6	R_30
R_30_M_2.bin.10	75.91	0.59	0	4.052508	7.914	54.4	R_30
R_30_M_2.bin.11	81.58	2.53	100	2.912593	11.632	70.9	R_30
R_30_M_2.bin.12	99.67	0.4	0	5.056313	82.81	40.5	R_30
R_30_M_2.bin.13	83.1	0.51	100	5.347714	14.457	50	R_30
R_30_M_2.bin.14	66.63	0.61	0	2.216064	16.988	71.1	R_30
R_30_M_2.bin.15	82.15	4.98	0	4.251574	6.315	38.4	R_30
R_30_M_2.bin.16	99.94	0.22	0	5.675133	53.144	62.7	R_30
R_30_M_2.bin.17	84.12	0.62	0	3.229952	13.028	66.6	R_30
R_30_M_2.bin.18	74.89	0.13	0	2.84678	10.939	65.7	R_30
R_30_M_2.bin.19	92.87	0.05	20	3.05207	92.76	70.8	R_30
R_30_M_2.bin.20	99.96	0.23	11.11	4.336095	45.119	63.8	R_30
R_30_M_2.bin.21	80.08	1.42	26.67	2.370849	25.572	69.1	R_30
R_30_M_2.bin.22	94.31	0.18	0	3.200406	39.825	64	R_30
R_30_M_2.bin.23	65.16	1.25	0	4.329833	2.441	49.6	R_30
R_30_M_2.bin.24	61.52	4.79	40	2.301883	20.402	69	R_30
R_30_M_2.bin.25	95.71	2.87	44.44	3.219632	11.067	66.8	R_30
R_30_M_3.bin.01	71.34	4.59	11.76	2.614607	9.335	69.6	R_30
R_30_M_3.bin.02	76.85	6.03	33.33	2.889405	7.081	70.7	R_30
R_30_M_3.bin.03	94.14	1.61	66.67	4.454394	54.675	61.8	R_30
R_30_M_3.bin.04	91.11	1.92	60	3.253861	51.892	71.8	R_30
R_30_M_3.bin.05	99.89	0.46	50	3.026166	38.236	69	R_30
R_30_M_3.bin.06	99.9	0.16	0	5.599076	56.857	62.7	R_30
R_30_M_3.bin.07	82.86	0.66	29.41	3.94072	5.925	64.1	R_30
R_30_N_1.bin.01	99.01	0.21	100	3.603965	45.603	66.1	R_30
R_30_N_1.bin.02	67.63	7.97	50	2.318421	5.343	73.2	R_30
R_30_N_1.bin.04	81.89	0.35	0	3.535469	27.838	38.5	R_30
R_30_N_1.bin.05	51.45	0.56	0	1.873868	11.449	71.1	R_30
R_30_N_1.bin.06	99.55	0.24	0	5.53685	49.771	62.8	R_30
R_30_N_1.bin.07	82.64	1.14	100	3.144936	14.087	73.9	R_30
R_30_N_1.bin.08	79.9	3.84	68.18	2.478934	14.973	69.4	R_30
R_30_N_1.bin.09	72.39	1.22	0	2.607211	5.958	73.5	R_30
R_30_N_1.bin.10	58.97	1.31	0	2.269521	14.863	70.9	R_30
R_30_N_1.bin.11	83.77	3.4	76.47	2.805728	34.088	70.3	R_30
R_30_N_1.bin.12	79.79	1.89	33.33	2.351642	6.135	70.9	R_30
R_30_N_1.bin.13	99.95	0.08	0	3.465675	127.936	38.6	R_30
R_30_N_1.bin.14	93.47	1.26	0	5.240028	21.298	54.2	R_30
R_30_N_1.bin.15	83.38	3.84	11.11	2.384702	25.098	71.3	R_30
R_30_N_1.bin.16	100	2.01	0	5.034429	186.09	40.7	R_30
R_30_N_1.bin.17	81.68	3.94	0	3.657999	14.24	35.6	R_30
R_30_N_1.bin.18	84.32	0.08	0	3.463229	78.685	34.8	R_30
R_30_N_1.bin.19	75.86	5.16	0	4.14198	21.221	61.9	R_30
R_30_N_1.bin.20	89.99	1.14	40	3.158614	50.597	64	R_30
R_30_N_1.bin.21	93.16	1.42	0	2.85373	34.285	69	R_30
R_30_N_1.bin.22	81.48	8.29	66.67	4.701301	10.662	61.6	R_30
R_30_N_1.bin.23	70.21	1.75	50	2.551218	12.771	64.7	R_30
R_30_N_1.bin.24	99.96	0.02	33.33	3.120051	110.087	70.8	R_30
R_30_N_1.bin.25	87.11	7.81	36.54	3.399111	24.778	68.3	R_30
R_30_N_2.bin.01	95.87	0.68	0	3.196243	24.088	64	R_30
R_30_N_2.bin.03	100	0.6	0	5.211672	58.144	40.4	R_30
R_30_N_2.bin.04	80.68	5.27	0	3.384779	16.968	69.5	R_30
R_30_N_2.bin.05	93.37	7.23	0	4.713541	41.466	61.7	R_30
R_30_N_2.bin.06	94.16	0.34	0	3.105589	106.765	66.3	R_30
R_30_N_2.bin.07	100	0.62	0	4.407659	96.536	63.8	R_30
R_30_N_2.bin.08	99.92	0.19	33.33	5.698898	52.981	62.7	R_30
R_30_N_2.bin.09	96.9	0.44	37.5	3.881828	21.218	73.5	R_30
R_30_N_2.bin.11	89.68	0.72	28.57	2.993396	46.112	70.8	R_30
R_30_N_2.bin.12	85.7	5.08	57.14	2.932252	25.292	70.1	R_30
R_30_N_2.bin.13	89.87	1.07	40	2.76924	24.797	69	R_30
R_30_N_2.bin.14	62.91	0.26	0	2.333566	13.735	70.7	R_30
R_30_N_2.bin.15	77.63	0.64	100	2.906511	15.58	70.8	R_30
R_30_N_3.bin.01	59.27	0.77	0	2.017403	3.135	67.1	R_30
R_30_N_3.bin.02	99.87	0.64	50	2.91675	47.386	69	R_30
R_30_N_3.bin.03	73.21	0.67	5	3.394511	6.757	63.9	R_30
R_30_N_3.bin.04	97.66	4.8	0	4.675967	77.692	61.7	R_30
R_30_N_3.bin.05	75.16	3.32	100	5.906461	15.114	73.7	R_30
R_30_N_3.bin.06	99.69	0.17	0	5.700381	56.857	62.7	R_30
R_30_R_1.bin.01	66.72	2.15	0	2.764302	4.291	73.5	R_30
R_30_R_1.bin.02	97.84	0.36	33.33	3.111898	63.81	70.8	R_30
R_30_R_1.bin.04	98.78	1.03	14.29	5.176476	13.812	44.3	R_30
R_30_R_1.bin.05	90.66	3.72	0	4.609339	23.76	61.9	R_30
R_30_R_1.bin.06	78.57	0.48	0	2.817432	26.07	64.5	R_30
R_30_R_1.bin.07	81.26	0	0	3.261069	136.679	34.8	R_30
R_30_R_1.bin.08	86.24	0.06	50	3.434594	37.832	66.2	R_30
R_30_R_1.bin.09	91.08	0.22	0	3.14421	45.356	64.1	R_30
R_30_R_1.bin.10	98.99	0	0	5.233792	52.466	62.9	R_30
R_30_R_1.bin.11	76.24	0.1	40	2.410241	14.572	69.4	R_30
R_30_R_2.bin.01	57.49	4.08	33.33	2.093596	3.13	67.2	R_30
R_30_R_2.bin.02	67.57	2.31	50	2.543012	5.091	67.8	R_30
R_30_R_2.bin.03	89.66	0.44	16.67	2.934792	65.584	70.3	R_30
R_30_R_2.bin.04	94.71	1.71	90.91	2.936467	16.208	71.2	R_30
R_30_R_2.bin.05	70.38	4.15	27.78	2.684578	10.912	69.1	R_30
R_30_R_2.bin.06	84.84	1.18	80	3.343076	17.541	73.7	R_30
R_30_R_2.bin.08	70.45	1.79	0	2.825067	12.849	69.5	R_30
R_30_R_2.bin.09	87.16	0	25	2.889055	82	71.2	R_30
R_30_R_2.bin.11	55.73	7.44	71.43	1.893774	18.493	68.5	R_30
R_30_R_2.bin.12	82.85	0.46	40	6.482673	6.948	49.7	R_30
R_30_R_2.bin.13	85.19	2.43	50	2.993766	33.855	62.9	R_30
R_30_R_2.bin.14	60.51	9.32	57.14	2.855441	3.863	66.8	R_30
R_30_R_2.bin.15	99.81	0.12	25	5.61234	49.258	62.8	R_30
R_30_R_2.bin.16	87.97	1.44	100	3.202296	11.812	70.7	R_30
R_30_R_2.bin.17	93.25	0.41	0	3.206535	30.983	64	R_30
R_30_R_3.bin.01	87.06	2.14	50	3.271148	29.679	69.5	R_30
R_30_R_3.bin.02	64.36	7.51	14.29	2.783119	5.644	70.9	R_30
R_30_R_3.bin.03	80.17	0.09	66.67	2.885436	14.598	70.8	R_30
R_30_R_3.bin.04	70.18	0.26	100	2.638653	14.51	73.9	R_30
R_30_R_3.bin.05	55.26	4.47	0	2.435413	5.328	71	R_30
R_30_R_3.bin.07	84.12	3.4	75	7.116775	9.36	72.3	R_30
R_30_R_3.bin.09	85.55	0.93	20.83	3.727392	7.656	64.1	R_30
R_30_R_3.bin.10	99.9	0.3	0	5.56718	53.517	62.8	R_30
R_30_R_3.bin.11	99.91	0.59	33.33	3.058052	51.178	68.9	R_30
R_30_T_1.bin.01	86.46	3.56	33.33	3.176738	28.154	68.9	R_30
R_30_T_1.bin.02	81.42	3.43	0	2.697831	21.103	71.4	R_30
R_30_T_1.bin.04	99.97	1.61	71.43	3.163277	81.636	70.8	R_30
R_30_T_1.bin.05	82.42	0	0	3.24798	131.697	35	R_30
R_30_T_1.bin.06	81.88	2.31	16.67	3.31409	5.885	75.9	R_30
R_30_T_1.bin.07	95.78	0.2	0	3.525459	45.933	38.9	R_30
R_30_T_1.bin.08	77.99	0.94	50	2.267189	18.539	69.3	R_30
R_30_T_1.bin.09	99.95	0.43	20	5.976434	43.985	62.7	R_30
R_30_T_1.bin.10	93.7	0.11	0	3.234922	56.269	64	R_30
R_30_T_1.bin.11	79.3	1.69	30	3.637948	20.556	37.3	R_30
R_30_T_1.bin.12	99.52	0.13	0	3.806681	54.423	65.9	R_30
R_30_T_2.bin.01	99.55	0.38	25	5.438382	46.631	62.8	R_30
R_30_T_2.bin.02	97.02	0.01	20	3.144281	95.856	70.8	R_30
R_30_T_2.bin.03	61.5	4.89	28.57	2.243097	4.873	71.2	R_30
R_30_T_2.bin.04	68.04	3.33	0	2.922401	7.472	70.7	R_30
R_30_T_2.bin.05	84.64	2.81	20	2.753909	49.674	69.5	R_30
R_30_T_2.bin.06	91.94	4.2	100	4.49536	68.595	61.7	R_30
R_30_T_2.bin.07	99.17	0.09	0	3.212025	65.167	68.7	R_30
R_30_T_2.bin.08	80.05	0.91	50	2.813844	14.294	71.2	R_30
R_30_T_2.bin.09	65.75	0.54	42.86	2.741441	2.597	64.2	R_30
R_30_T_2.bin.10	82.53	5.01	38.46	3.204504	13.793	68.3	R_30
R_30_T_2.bin.11	85.65	0.89	42.86	3.078891	60.768	64.1	R_30
R_30_T_2.bin.13	79.46	0.09	100	2.313416	17.109	69.3	R_30
R_30_T_2.bin.14	76.04	0.03	100	3.079445	27.545	66.2	R_30
R_30_T_2.bin.15	68.99	3.97	33.33	2.497985	9.535	71.6	R_30
R_30_T_2.bin.16	51.06	0	0	1.841201	20.756	63.3	R_30
R_30_T_3.bin.01	99.84	0.25	33.33	5.782938	66.916	62.7	R_30
R_30_T_3.bin.02	81.35	0.21	66.67	2.537974	18.552	69.3	R_30
R_30_T_3.bin.03	67.87	3.6	7.69	2.300694	21.609	71.1	R_30
R_30_T_3.bin.04	76.7	1.86	10.53	2.613436	9.211	66.6	R_30
R_30_T_3.bin.05	92.56	1.42	73.33	3.07481	81.958	70.9	R_30
R_30_T_3.bin.06	92.65	2.29	33.33	2.759201	8.228	70.9	R_30
R_30_T_3.bin.07	100	1.5	7.69	4.593142	33.533	64	R_30
R_30_T_3.bin.08	65.18	1.56	0	3.718155	2.447	53.7	R_30
R_30_T_3.bin.09	87.99	1.2	7.14	3.123229	32.588	64.2	R_30
R_30_T_3.bin.10	59.79	5.29	36.84	3.631581	4.326	62.8	R_30
R_30_T_3.bin.11	86.4	1.39	27.27	3.619905	15.315	73.7	R_30
R_30_T_3.bin.12	76.85	7.93	50	3.0349	12.584	62.7	R_30
R_30_T_3.bin.13	78.71	4.96	0	2.600085	8.92	71.2	R_30
R_30_T_3.bin.14	90.5	1.27	0	3.058641	35.797	64.2	R_30
R_30_T_3.bin.15	78.95	5.98	33.33	3.846528	55.648	61.7	R_30
R_45_A_1.bin.01	96.92	0.02	100	3.939526	81.579	46.1	R_45
R_45_A_1.bin.02	100	1.69	0	3.656581	285.39	38.9	R_45
R_45_A_1.bin.03	86.06	0.69	100	7.180887	17.99	72.7	R_45
R_45_A_1.bin.04	92.96	3.86	10	6.407351	40.581	59.6	R_45
R_45_A_1.bin.05	96.96	0.84	100	3.403267	60.228	70.7	R_45
R_45_A_1.bin.06	99.99	0.14	9.52	4.689929	79.631	41.9	R_45
R_45_A_1.bin.08	96.18	0.02	0	6.532206	118.166	49.8	R_45
R_45_A_1.bin.09	99.66	0.19	50	3.48988	71.95	41.8	R_45
R_45_A_1.bin.10	95.27	2.02	0	3.931084	14.216	72.1	R_45
R_45_A_1.bin.11	83.79	0.2	25	3.923266	195.802	37.2	R_45
R_45_A_1.bin.12	93.96	0.8	6.67	4.460743	84.235	35.3	R_45
R_45_A_1.bin.13	85.49	1.53	0	2.878574	25.383	72.7	R_45
R_45_A_1.bin.14	60.66	0.34	0	2.117242	15.364	39.3	R_45
R_45_A_1.bin.15	99.34	0.37	0	4.791132	77.487	63.2	R_45
R_45_A_1.bin.16	50.09	3.56	65	2.215882	13.365	35.8	R_45
R_45_A_1.bin.17	87.86	0.1	66.67	3.76797	25.544	72.1	R_45
R_45_A_1.bin.18	92.67	0.21	0	3.970139	46.565	40.9	R_45
R_45_A_1.bin.19	84.26	1.25	66.67	3.153549	11.817	74.1	R_45
R_45_A_1.bin.20	89.26	0.27	0	4.845752	49.461	56.5	R_45
R_45_A_1.bin.21	66.16	0.31	0	2.65764	50.152	34.5	R_45
R_45_A_1.bin.22	93.91	1.75	0	2.971297	7.109	40.9	R_45
R_45_A_1.bin.24	82.91	1.63	14.29	4.924268	5.251	48	R_45
R_45_A_1.bin.25	65.9	0.77	0	2.865088	44.903	41.6	R_45
R_45_A_1.bin.26	100	4.16	0	5.180191	218.03	43.3	R_45
