Name	Completeness_checkM2	Contamination_checkM2	Completeness_checkM1	Contamination_checkM1	Quality	Sample
R_15_N_1.bin.08	95.22	4.57	81.03	1.72	HQ MAG	RCES
R_15_N_1.bin.09	80.16	9.16	62.07	2.59	MQ MAG	RCES
R_15_N_1.bin.10	99.81	0.02	97.81	1.68	HQ MAG	RCES
R_15_N_2.bin.01	83.3	0.83	84.93	1.08	MQ MAG	RCES
R_15_N_2.bin.02	80.61	0.07	83.09	0.47	MQ MAG	RCES
R_15_N_2.bin.03	83.19	2.02	65.52	0.86	MQ MAG	RCES
R_15_N_2.bin.04	91.23	3.07	91.97	2.46	HQ MAG	RCES
R_15_N_2.bin.05	94.34	4.35	78.95	0.86	HQ MAG	RCES
R_15_N_2.bin.06	93.54	4.85	93.39	2.44	HQ MAG	RCES
R_15_N_2.bin.07	77.95	6.33	85.05	6.61	MQ MAG	RCES
R_15_N_2.bin.08	75.45	0.6	86.01	1.01	MQ MAG	RCES
R_15_N_2.bin.09	93.32	2.03	91.76	1.76	HQ MAG	RCES
R_15_N_2.bin.10	72.92	2.74	58.1	1.72	MQ MAG	RCES
R_15_N_2.bin.11	100	0.32	98.77	1.39	HQ MAG	RCES
R_15_N_2.bin.12	92.57	0.12	78.89	0	HQ MAG	RCES
R_15_N_2.bin.13	94.88	1.65	98.23	1.37	HQ MAG	RCES
R_15_N_2.bin.14	91.19	1.4	92.78	1.91	HQ MAG	RCES
R_15_N_3.bin.01	78.81	0.93	84.79	1.67	MQ MAG	RCES
R_15_N_3.bin.02	66.56	4.26	77.8	1.91	MQ MAG	RCES
R_15_N_3.bin.04	90.34	3.4	89.95	0.94	HQ MAG	RCES
R_15_N_3.bin.05	99.69	0.5	96.42	1.18	HQ MAG	RCES
R_15_N_3.bin.06	84.13	0.59	85.76	1.06	MQ MAG	RCES
R_15_N_3.bin.08	81.21	2.2	60.78	0	MQ MAG	RCES
R_15_N_3.bin.09	66.45	0.29	67.32	1.16	MQ MAG	RCES
R_15_N_3.bin.10	98.46	1.28	96.67	0.73	HQ MAG	RCES
R_15_N_3.bin.11	66.31	2.75	72.7	2.44	MQ MAG	RCES
R_15_N_3.bin.12	98.69	0.28	97.22	0.72	HQ MAG	RCES
R_15_N_3.bin.13	70.28	0.18	74.49	0.93	MQ MAG	RCES
R_15_N_3.bin.14	99.97	0.44	99.42	0.58	HQ MAG	RCES
R_15_N_3.bin.15	77.08	1.82	58.93	1.75	MQ MAG	RCES
R_15_N_3.bin.16	90.1	2.31	91.7	1.7	HQ MAG	RCES
R_15_N_3.bin.17	84.34	1.36	85.47	2.5	MQ MAG	RCES
R_15_N_3.bin.18	99.98	0.35	100	0.96	HQ MAG	RCES
R_15_N_3.bin.19	83.3	4.5	83.1	8.43	MQ MAG	RCES
R_15_N_3.bin.20	79.53	0.13	79.79	0.51	MQ MAG	RCES
R_15_N_3.bin.21	92.74	1.64	93.23	0.59	HQ MAG	RCES
R_15_N_3.bin.22	52.56	7.12	50.47	1.72	MQ MAG	RCES
R_15_R_1.bin.01	50.9	0.03	68.97	0	MQ MAG	RCES
R_15_R_1.bin.02	80.43	1.33	78.31	3.24	MQ MAG	RCES
R_15_R_1.bin.03	94.19	0.69	75.34	0	HQ MAG	RCES
R_15_R_1.bin.04	62.22	1.59	57.76	3.45	MQ MAG	RCES
R_15_R_1.bin.05	61.64	4.85	68.73	5.17	MQ MAG	RCES
R_15_R_1.bin.07	57.81	1.58	58.62	0	MQ MAG	RCES
R_15_R_1.bin.08	100	0.58	97.95	0.85	HQ MAG	RCES
R_15_R_1.bin.09	89.75	0.24	93.6	1.45	MQ MAG	RCES
R_15_R_2.bin.01	85.69	8.09	76.67	4.39	MQ MAG	RCES
R_15_R_2.bin.02	79.53	7.16	71.55	6.03	MQ MAG	RCES
R_15_R_2.bin.03	66.6	3.25	52.59	6.9	MQ MAG	RCES
R_15_R_2.bin.04	94.26	1.69	81.9	0	HQ MAG	RCES
R_15_R_2.bin.05	81.88	0.36	89.99	1.27	MQ MAG	RCES
R_15_R_2.bin.06	92.68	0.72	95.23	1.99	HQ MAG	RCES
R_15_R_2.bin.07	83.12	2.52	75.86	0	MQ MAG	RCES
R_15_R_2.bin.08	63.67	2.45	71.03	2.39	MQ MAG	RCES
R_15_R_2.bin.09	88.31	2.24	74.58	2.59	MQ MAG	RCES
R_15_R_2.bin.10	100	1.36	98.91	1.41	HQ MAG	RCES
R_15_R_3.bin.01	93.88	1.46	93.17	3.54	HQ MAG	RCES
R_15_R_3.bin.02	91.81	0.27	95.1	2.22	HQ MAG	RCES
R_15_R_3.bin.03	69.25	2.56	51.54	1.72	MQ MAG	RCES
R_15_R_3.bin.04	60.4	0.25	58.77	0.93	MQ MAG	RCES
R_15_R_3.bin.05	80.84	3.36	50.86	0	MQ MAG	RCES
R_15_R_3.bin.06	99.92	0.25	97.55	0.62	HQ MAG	RCES
R_15_R_3.bin.07	88.32	0.97	95.93	0	MQ MAG	RCES
R_15_R_3.bin.08	67.24	5.96	62.55	6.17	MQ MAG	RCES
R_15_R_3.bin.09	64.61	7.47	51.59	3.51	MQ MAG	RCES
R_15_R_3.bin.10	96.85	1.24	92.85	0.59	HQ MAG	RCES
R_15_R_3.bin.11	93.82	0.03	81.38	0	HQ MAG	RCES
R_15_R_3.bin.12	99.96	0.46	99.51	0.96	HQ MAG	RCES
R_15_R_3.bin.13	62.55	2.19	68.62	2.36	MQ MAG	RCES
R_15_R_3.bin.14	80.55	0.18	68.1	0	MQ MAG	RCES
R_15_R_3.bin.15	92.53	0.06	64.37	0.86	HQ MAG	RCES
R_15_R_3.bin.16	92.26	1.45	96.95	1.99	HQ MAG	RCES
R_15_R_3.bin.17	99.31	1.97	98.59	0.39	HQ MAG	RCES
R_15_R_3.bin.18	100	0.2	98.91	1.39	HQ MAG	RCES
R_15_R_3.bin.19	71.88	2.91	82.2	2.52	MQ MAG	RCES
R_15_R_3.bin.20	92.23	2.54	93.12	3.51	HQ MAG	RCES
R_15_T_1.bin.01	80.75	3.15	74.03	2.03	MQ MAG	RCES
R_15_T_1.bin.02	77.44	3.63	89.69	5.49	MQ MAG	RCES
R_15_T_1.bin.03	100	1.46	99.34	0.61	HQ MAG	RCES
R_15_T_1.bin.04	64.33	4.1	58.62	0	MQ MAG	RCES
R_15_T_1.bin.05	70.9	1.17	75.54	2.06	MQ MAG	RCES
R_15_T_1.bin.06	68.87	1.48	63.79	0	MQ MAG	RCES
R_15_T_1.bin.07	81.4	0.04	92.41	1.2	MQ MAG	RCES
R_15_T_1.bin.08	99.95	0.2	99.67	1.96	HQ MAG	RCES
R_15_T_1.bin.09	100	0.5	98.91	1.39	HQ MAG	RCES
R_15_T_1.bin.10	89.87	0.07	93.61	1.3	MQ MAG	RCES
R_15_T_2.bin.01	89.85	0.09	93.33	1.76	MQ MAG	RCES
R_15_T_2.bin.02	91.79	0.98	96.75	2.06	HQ MAG	RCES
R_15_T_2.bin.03	93.22	2.32	90.6	2.67	HQ MAG	RCES
R_15_T_2.bin.04	79.69	2.07	79.38	2.39	MQ MAG	RCES
R_15_T_2.bin.05	67.96	6.95	77.9	8.48	MQ MAG	RCES
R_15_T_2.bin.06	70.3	1.6	54.31	3.45	MQ MAG	RCES
R_15_T_2.bin.07	61.03	3.33	61.97	4.98	MQ MAG	RCES
R_15_T_2.bin.08	100	1.08	98.77	1.42	HQ MAG	RCES
R_15_T_2.bin.09	85.36	5.35	87.9	3	MQ MAG	RCES
R_15_T_2.bin.10	92.61	1.21	84.48	1.72	HQ MAG	RCES
R_15_T_3.bin.01	86.52	0.68	92.86	1.83	MQ MAG	RCES
R_15_T_3.bin.02	65.56	0.75	74.66	1.17	MQ MAG	RCES
R_15_T_3.bin.04	90.48	1.09	92.59	1.53	HQ MAG	RCES
R_15_T_3.bin.05	95.08	1.98	94.93	1.88	HQ MAG	RCES
R_15_T_3.bin.06	96.26	0	97.26	1.38	HQ MAG	RCES
R_15_T_3.bin.07	100	0.59	98.91	1.39	HQ MAG	RCES
R_15_T_3.bin.08	79.06	7.72	59.83	1.72	MQ MAG	RCES
R_15_T_3.bin.09	84.91	1.8	86.75	2.31	MQ MAG	RCES
R_15_T_3.bin.10	66.31	4.97	76.49	0	MQ MAG	RCES
R_15_T_3.bin.11	94.82	3.56	81.41	3.45	HQ MAG	RCES
R_30_A_1.bin.01	77.43	0.23	80.26	0.96	MQ MAG	RCES
R_30_A_1.bin.03	97.86	1.14	97.66	0.68	HQ MAG	RCES
R_30_A_1.bin.04	57	4.58	60.73	3.59	MQ MAG	RCES
R_30_A_1.bin.05	75.51	1.26	81.83	1.77	MQ MAG	RCES
R_30_A_1.bin.06	81.58	0.58	86.92	0.19	MQ MAG	RCES
R_30_A_1.bin.07	95.66	2.68	84.14	0	HQ MAG	RCES
R_30_A_1.bin.08	84.11	3.91	65.85	0	MQ MAG	RCES
R_30_A_1.bin.09	99.88	0.23	97.95	0.62	HQ MAG	RCES
R_30_A_1.bin.10	66.37	0.16	71.56	0.17	MQ MAG	RCES
R_30_A_1.bin.11	98.45	0.63	97.65	1.44	HQ MAG	RCES
R_30_A_1.bin.12	75.24	3.78	60	1.75	MQ MAG	RCES
R_30_A_1.bin.13	74.59	3.21	57.63	3.45	MQ MAG	RCES
R_30_A_1.bin.14	93.17	1.01	96.12	1.99	HQ MAG	RCES
R_30_A_1.bin.15	80.02	1.43	76.41	0.68	MQ MAG	RCES
R_30_A_1.bin.16	79.98	0.17	82.31	2.02	MQ MAG	RCES
R_30_A_1.bin.17	99.59	2.62	98.29	4.66	HQ MAG	RCES
R_30_A_2.bin.01	59.13	4.54	52.34	0	MQ MAG	RCES
R_30_A_2.bin.02	73.79	0.56	81.81	1.54	MQ MAG	RCES
R_30_A_2.bin.03	95.21	0.99	97.02	1.68	HQ MAG	RCES
R_30_A_2.bin.04	72.48	4.83	58.8	0	MQ MAG	RCES
R_30_A_2.bin.05	99.96	0.41	97.54	0.64	HQ MAG	RCES
R_30_A_2.bin.06	88.47	1.1	93.73	0.97	MQ MAG	RCES
R_30_A_2.bin.07	93.99	6.88	95.06	6.58	MQ MAG	RCES
R_30_A_2.bin.08	77.85	2.05	75.05	2.68	MQ MAG	RCES
R_30_A_2.bin.09	90.52	0.58	69.83	0	HQ MAG	RCES
R_30_A_2.bin.10	89.32	0.51	81.64	0.51	MQ MAG	RCES
R_30_A_2.bin.11	71.5	3.43	50.99	0	MQ MAG	RCES
R_30_A_2.bin.12	82.86	1.56	86.97	1.63	MQ MAG	RCES
R_30_A_2.bin.13	78.71	2.41	53.16	0	MQ MAG	RCES
R_30_A_2.bin.14	88.57	5.29	89.67	4	MQ MAG	RCES
R_30_A_2.bin.15	100	0.54	95.26	1.34	HQ MAG	RCES
R_30_A_2.bin.16	82.17	2.41	87.52	0.58	MQ MAG	RCES
R_30_A_2.bin.17	90.83	2.22	91.18	2.34	HQ MAG	RCES
R_30_A_3.bin.01	81.33	0.21	87.16	0.38	MQ MAG	RCES
R_30_A_3.bin.02	90.29	0.93	95.44	1.16	HQ MAG	RCES
R_30_A_3.bin.03	56.17	4.79	56.67	5.94	MQ MAG	RCES
R_30_A_3.bin.04	87.04	2.03	93.66	0.75	MQ MAG	RCES
R_30_A_3.bin.05	84.14	0	86.51	1.31	MQ MAG	RCES
R_30_A_3.bin.06	99.38	0	97.61	0	HQ MAG	RCES
R_30_A_3.bin.07	99.83	1.26	98.97	0.68	HQ MAG	RCES
R_30_A_3.bin.08	90.31	0.3	90.9	1.71	HQ MAG	RCES
R_30_A_3.bin.09	82.13	0.73	88.24	1.43	MQ MAG	RCES
R_30_A_3.bin.10	56.11	3.62	50.74	8.77	MQ MAG	RCES
R_30_A_3.bin.11	95.44	3.75	96	1.34	HQ MAG	RCES
R_30_A_3.bin.12	85.91	1.44	70.3	3.45	MQ MAG	RCES
R_30_M_1.bin.01	95.84	2.62	95.9	1.94	HQ MAG	RCES
R_30_M_1.bin.02	64.85	1.1	71.72	1.82	MQ MAG	RCES
R_30_M_1.bin.03	95.52	0.43	92.61	1.09	HQ MAG	RCES
R_30_M_1.bin.04	79.41	5.2	70.51	1.91	MQ MAG	RCES
R_30_M_1.bin.05	91.2	3.84	91.86	3.82	HQ MAG	RCES
R_30_M_1.bin.06	89.38	2.33	87.89	2.34	MQ MAG	RCES
R_30_M_1.bin.07	75.66	3.74	69.3	0	MQ MAG	RCES
R_30_M_1.bin.08	99.06	0.03	97.98	0.62	HQ MAG	RCES
R_30_M_1.bin.09	97.36	0.66	95.09	0.64	HQ MAG	RCES
R_30_M_1.bin.10	82.66	0.5	84.38	0.86	MQ MAG	RCES
R_30_M_1.bin.11	65.27	1.7	65.94	0.88	MQ MAG	RCES
R_30_M_1.bin.14	83.45	0.15	79.31	0	MQ MAG	RCES
R_30_M_1.bin.16	77.86	1.69	81.02	2.23	MQ MAG	RCES
R_30_M_2.bin.01	87.08	2.07	91.05	0.57	MQ MAG	RCES
R_30_M_2.bin.02	64.05	6.48	54.95	1.72	MQ MAG	RCES
R_30_M_2.bin.03	89.2	0.39	89.61	0.42	MQ MAG	RCES
R_30_M_2.bin.06	80.48	2.45	81.28	3.17	MQ MAG	RCES
R_30_M_2.bin.07	81.84	4.97	81.32	1.94	MQ MAG	RCES
R_30_M_2.bin.08	81.02	0.23	89.06	1.3	MQ MAG	RCES
R_30_M_2.bin.09	88.66	0.83	84.96	1.55	MQ MAG	RCES
R_30_M_2.bin.10	75.91	0.59	61.93	0	MQ MAG	RCES
R_30_M_2.bin.11	81.58	2.53	80.41	0.24	MQ MAG	RCES
R_30_M_2.bin.12	99.67	0.4	95.49	0.85	HQ MAG	RCES
R_30_M_2.bin.13	83.1	0.51	84.17	0.22	MQ MAG	RCES
R_30_M_2.bin.14	66.63	0.61	62.07	0	MQ MAG	RCES
R_30_M_2.bin.15	82.15	4.98	59.45	0	MQ MAG	RCES
R_30_M_2.bin.16	99.94	0.22	98	0.62	HQ MAG	RCES
R_30_M_2.bin.17	84.12	0.62	60.06	0	MQ MAG	RCES
R_30_M_2.bin.18	74.89	0.13	71.21	0	MQ MAG	RCES
R_30_M_2.bin.19	92.87	0.05	94.26	1.53	HQ MAG	RCES
R_30_M_2.bin.20	99.96	0.23	98.02	1.08	HQ MAG	RCES
R_30_M_2.bin.21	80.08	1.42	85.9	1.65	MQ MAG	RCES
R_30_M_2.bin.22	94.31	0.18	95	1.38	HQ MAG	RCES
R_30_M_2.bin.23	65.16	1.25	68.66	1.99	MQ MAG	RCES
R_30_M_2.bin.24	61.52	4.79	54.55	6.14	MQ MAG	RCES
R_30_M_2.bin.25	95.71	2.87	91.83	2.03	HQ MAG	RCES
R_30_M_3.bin.01	71.34	4.59	72.2	4.07	MQ MAG	RCES
R_30_M_3.bin.02	76.85	6.03	76.71	7	MQ MAG	RCES
R_30_M_3.bin.03	94.14	1.61	93.15	0.54	HQ MAG	RCES
R_30_M_3.bin.04	91.11	1.92	91.9	1.87	HQ MAG	RCES
R_30_M_3.bin.05	99.89	0.46	98.18	0.43	HQ MAG	RCES
R_30_M_3.bin.06	99.9	0.16	98	0.62	HQ MAG	RCES
R_30_M_3.bin.07	82.86	0.66	91.6	3.37	MQ MAG	RCES
R_30_N_1.bin.01	99.01	0.21	97.67	0.58	HQ MAG	RCES
R_30_N_1.bin.02	67.63	7.97	52.66	3.51	MQ MAG	RCES
R_30_N_1.bin.04	81.89	0.35	88.2	0	MQ MAG	RCES
R_30_N_1.bin.05	51.45	0.56	51.87	1.75	MQ MAG	RCES
R_30_N_1.bin.06	99.55	0.24	97.07	0.93	HQ MAG	RCES
R_30_N_1.bin.07	82.64	1.14	84.47	0.33	MQ MAG	RCES
R_30_N_1.bin.08	79.9	3.84	81.34	3.45	MQ MAG	RCES
R_30_N_1.bin.09	72.39	1.22	72.78	0.52	MQ MAG	RCES
R_30_N_1.bin.10	58.97	1.31	61.4	0	MQ MAG	RCES
R_30_N_1.bin.11	83.77	3.4	88.03	3.3	MQ MAG	RCES
R_30_N_1.bin.12	79.79	1.89	83.97	2.31	MQ MAG	RCES
R_30_N_1.bin.13	99.95	0.08	99.46	0.22	HQ MAG	RCES
R_30_N_1.bin.14	93.47	1.26	96.35	0.09	HQ MAG	RCES
R_30_N_1.bin.15	83.38	3.84	85.02	2.71	MQ MAG	RCES
R_30_N_1.bin.16	100	2.01	98.91	1.8	HQ MAG	RCES
R_30_N_1.bin.17	81.68	3.94	60.53	0	MQ MAG	RCES
R_30_N_1.bin.18	84.32	0.08	98.47	0.55	MQ MAG	RCES
R_30_N_1.bin.19	75.86	5.16	57.82	0	MQ MAG	RCES
R_30_N_1.bin.20	89.99	1.14	92.06	2.29	MQ MAG	RCES
R_30_N_1.bin.21	93.16	1.42	92.9	0.84	HQ MAG	RCES
R_30_N_1.bin.22	81.48	8.29	59.48	5.17	MQ MAG	RCES
R_30_N_1.bin.23	70.21	1.75	79.02	2.94	MQ MAG	RCES
R_30_N_1.bin.24	99.96	0.02	99.72	1.99	HQ MAG	RCES
R_30_N_1.bin.25	87.11	7.81	82.91	7.77	MQ MAG	RCES
R_30_N_2.bin.01	95.87	0.68	74.98	0	HQ MAG	RCES
R_30_N_2.bin.03	100	0.6	98.91	1.39	HQ MAG	RCES
R_30_N_2.bin.04	80.68	5.27	56.67	0	MQ MAG	RCES
R_30_N_2.bin.05	93.37	7.23	80.99	0	MQ MAG	RCES
R_30_N_2.bin.06	94.16	0.34	92.77	0.45	HQ MAG	RCES
R_30_N_2.bin.07	100	0.62	100	1.19	HQ MAG	RCES
R_30_N_2.bin.08	99.92	0.19	98	0.67	HQ MAG	RCES
R_30_N_2.bin.09	96.9	0.44	93.9	1.65	HQ MAG	RCES
R_30_N_2.bin.11	89.68	0.72	94.28	1.87	MQ MAG	RCES
R_30_N_2.bin.12	85.7	5.08	84.08	4.53	MQ MAG	RCES
R_30_N_2.bin.13	89.87	1.07	94.14	0.68	MQ MAG	RCES
R_30_N_2.bin.14	62.91	0.26	62.92	0	MQ MAG	RCES
R_30_N_2.bin.15	77.63	0.64	83.78	0.67	MQ MAG	RCES
R_30_N_3.bin.01	59.27	0.77	52.66	1.46	MQ MAG	RCES
R_30_N_3.bin.02	99.87	0.64	98.73	0.65	HQ MAG	RCES
R_30_N_3.bin.03	73.21	0.67	73.22	1.72	MQ MAG	RCES
R_30_N_3.bin.04	97.66	4.8	96.98	0.1	HQ MAG	RCES
R_30_N_3.bin.05	75.16	3.32	50.43	1.72	MQ MAG	RCES
R_30_N_3.bin.06	99.69	0.17	97.52	0.65	HQ MAG	RCES
R_30_R_1.bin.01	66.72	2.15	53.62	0.86	MQ MAG	RCES
R_30_R_1.bin.02	97.84	0.36	98.72	2.16	HQ MAG	RCES
R_30_R_1.bin.04	98.78	1.03	95.56	3.11	HQ MAG	RCES
R_30_R_1.bin.05	90.66	3.72	71.55	0	HQ MAG	RCES
R_30_R_1.bin.06	78.57	0.48	75.34	0	MQ MAG	RCES
R_30_R_1.bin.07	81.26	0	97.85	0.55	MQ MAG	RCES
R_30_R_1.bin.08	86.24	0.06	96.8	0.87	MQ MAG	RCES
R_30_R_1.bin.09	91.08	0.22	81.03	0	HQ MAG	RCES
R_30_R_1.bin.10	98.99	0	96.98	0	HQ MAG	RCES
R_30_R_1.bin.11	76.24	0.1	83.49	1.82	MQ MAG	RCES
R_30_R_2.bin.01	57.49	4.08	52.59	4.31	MQ MAG	RCES
R_30_R_2.bin.02	67.57	2.31	50.16	3.45	MQ MAG	RCES
R_30_R_2.bin.03	89.66	0.44	92.2	1.89	MQ MAG	RCES
R_30_R_2.bin.04	94.71	1.71	82.86	3.03	HQ MAG	RCES
R_30_R_2.bin.05	70.38	4.15	70.17	4.86	MQ MAG	RCES
R_30_R_2.bin.06	84.84	1.18	86.56	1.38	MQ MAG	RCES
R_30_R_2.bin.08	70.45	1.79	52.5	1.75	MQ MAG	RCES
R_30_R_2.bin.09	87.16	0	91.05	2.37	MQ MAG	RCES
R_30_R_2.bin.11	55.73	7.44	55.61	5.56	MQ MAG	RCES
R_30_R_2.bin.12	82.85	0.46	91.78	1.23	MQ MAG	RCES
R_30_R_2.bin.13	85.19	2.43	68.97	3.45	MQ MAG	RCES
R_30_R_2.bin.14	60.51	9.32	59.27	3.39	MQ MAG	RCES
R_30_R_2.bin.15	99.81	0.12	97.47	0.65	HQ MAG	RCES
R_30_R_2.bin.16	87.97	1.44	89.75	1.43	MQ MAG	RCES
R_30_R_2.bin.17	93.25	0.41	75.16	1.72	HQ MAG	RCES
R_30_R_3.bin.01	87.06	2.14	87.16	2.53	MQ MAG	RCES
R_30_R_3.bin.02	64.36	7.51	55.96	8.05	MQ MAG	RCES
R_30_R_3.bin.03	80.17	0.09	82.3	0.55	MQ MAG	RCES
R_30_R_3.bin.04	70.18	0.26	66.69	0.58	MQ MAG	RCES
R_30_R_3.bin.05	55.26	4.47	53.62	3.51	MQ MAG	RCES
R_30_R_3.bin.07	84.12	3.4	73.77	1.98	MQ MAG	RCES
R_30_R_3.bin.09	85.55	0.93	86.69	2.65	MQ MAG	RCES
R_30_R_3.bin.10	99.9	0.3	97.83	0.64	HQ MAG	RCES
R_30_R_3.bin.11	99.91	0.59	97.27	0.47	HQ MAG	RCES
R_30_T_1.bin.01	86.46	3.56	85.4	1.52	MQ MAG	RCES
R_30_T_1.bin.02	81.42	3.43	74.72	0.88	MQ MAG	RCES
R_30_T_1.bin.04	99.97	1.61	99.11	2.87	HQ MAG	RCES
R_30_T_1.bin.05	82.42	0	98.18	0.22	MQ MAG	RCES
R_30_T_1.bin.06	81.88	2.31	79.23	4.53	MQ MAG	RCES
R_30_T_1.bin.07	95.78	0.2	99.12	0.22	HQ MAG	RCES
R_30_T_1.bin.08	77.99	0.94	84.38	0.42	MQ MAG	RCES
R_30_T_1.bin.09	99.95	0.43	97.7	0.77	HQ MAG	RCES
R_30_T_1.bin.10	93.7	0.11	79.31	0	HQ MAG	RCES
R_30_T_1.bin.11	79.3	1.69	88.74	4.08	MQ MAG	RCES
R_30_T_1.bin.12	99.52	0.13	98.55	0	HQ MAG	RCES
R_30_T_2.bin.01	99.55	0.38	97.33	0.98	HQ MAG	RCES
R_30_T_2.bin.02	97.02	0.01	98.65	1.35	HQ MAG	RCES
R_30_T_2.bin.03	61.5	4.89	57.25	5.09	MQ MAG	RCES
R_30_T_2.bin.04	68.04	3.33	59.97	0.58	MQ MAG	RCES
R_30_T_2.bin.05	84.64	2.81	87.92	1.18	MQ MAG	RCES
R_30_T_2.bin.06	91.94	4.2	75.86	1.72	HQ MAG	RCES
R_30_T_2.bin.07	99.17	0.09	99.89	0.39	HQ MAG	RCES
R_30_T_2.bin.08	80.05	0.91	81.22	1.14	MQ MAG	RCES
R_30_T_2.bin.09	65.75	0.54	66.73	0.99	MQ MAG	RCES
R_30_T_2.bin.10	82.53	5.01	83.35	5.13	MQ MAG	RCES
R_30_T_2.bin.11	85.65	0.89	92.42	2.03	MQ MAG	RCES
R_30_T_2.bin.13	79.46	0.09	81.7	1.94	MQ MAG	RCES
R_30_T_2.bin.14	76.04	0.03	83.58	0.58	MQ MAG	RCES
R_30_T_2.bin.15	68.99	3.97	58.05	4.39	MQ MAG	RCES
R_30_T_2.bin.16	51.06	0	52.59	0	MQ MAG	RCES
R_30_T_3.bin.01	99.84	0.25	98.66	0.68	HQ MAG	RCES
R_30_T_3.bin.02	81.35	0.21	86.39	2.53	MQ MAG	RCES
R_30_T_3.bin.03	67.87	3.6	67.94	3.96	MQ MAG	RCES
R_30_T_3.bin.04	76.7	1.86	75.2	3.2	MQ MAG	RCES
R_30_T_3.bin.05	92.56	1.42	93.23	3.13	HQ MAG	RCES
R_30_T_3.bin.06	92.65	2.29	75.95	0.97	HQ MAG	RCES
R_30_T_3.bin.07	100	1.5	98.34	3.17	HQ MAG	RCES
R_30_T_3.bin.08	65.18	1.56	71.66	0.62	MQ MAG	RCES
R_30_T_3.bin.09	87.99	1.2	90.71	3.78	MQ MAG	RCES
R_30_T_3.bin.10	59.79	5.29	55.92	3.65	MQ MAG	RCES
R_30_T_3.bin.11	86.4	1.39	86.79	2.78	MQ MAG	RCES
R_30_T_3.bin.12	76.85	7.93	64.14	8.62	MQ MAG	RCES
R_30_T_3.bin.13	78.71	4.96	51.62	0	MQ MAG	RCES
R_30_T_3.bin.14	90.5	1.27	77.59	0.86	HQ MAG	RCES
R_30_T_3.bin.15	78.95	5.98	79.6	5.95	MQ MAG	RCES
R_45_A_1.bin.01	96.92	0.02	98.03	0.63	HQ MAG	RCES
R_45_A_1.bin.02	100	1.69	82.76	1.72	HQ MAG	RCES
R_45_A_1.bin.03	86.06	0.69	65.35	0.88	MQ MAG	RCES
R_45_A_1.bin.04	92.96	3.86	92.85	1.87	HQ MAG	RCES
R_45_A_1.bin.05	96.96	0.84	94.58	0.63	HQ MAG	RCES
R_45_A_1.bin.06	99.99	0.14	97.75	2.8	HQ MAG	RCES
R_45_A_1.bin.08	96.18	0.02	94.68	0	HQ MAG	RCES
R_45_A_1.bin.09	99.66	0.19	98.97	0.07	HQ MAG	RCES
R_45_A_1.bin.10	95.27	2.02	67.23	0	HQ MAG	RCES
R_45_A_1.bin.11	83.79	0.2	97.48	1.88	MQ MAG	RCES
R_45_A_1.bin.12	93.96	0.8	93.85	2.11	HQ MAG	RCES
R_45_A_1.bin.13	85.49	1.53	90.19	0.76	MQ MAG	RCES
R_45_A_1.bin.14	60.66	0.34	76.74	0.33	MQ MAG	RCES
R_45_A_1.bin.15	99.34	0.37	97.81	0.69	HQ MAG	RCES
R_45_A_1.bin.16	50.09	3.56	57.21	4.78	MQ MAG	RCES
R_45_A_1.bin.17	87.86	0.1	90.09	0.95	MQ MAG	RCES
R_45_A_1.bin.18	92.67	0.21	80.7	0	HQ MAG	RCES
R_45_A_1.bin.19	84.26	1.25	90.79	1.36	MQ MAG	RCES
R_45_A_1.bin.20	89.26	0.27	93.88	0.55	MQ MAG	RCES
R_45_A_1.bin.21	66.16	0.31	59.65	0	MQ MAG	RCES
R_45_A_1.bin.22	93.91	1.75	84.99	1.99	HQ MAG	RCES
R_45_A_1.bin.24	82.91	1.63	87.62	2.28	MQ MAG	RCES
R_45_A_1.bin.25	65.9	0.77	80.3	1.78	MQ MAG	RCES
R_45_A_1.bin.26	100	4.16	81.03	0	HQ MAG	RCES
R_45_A_1.bin.27	75.08	1.92	57.19	0	MQ MAG	RCES
R_45_A_2.bin.01	88.85	2.05	86.72	4.39	MQ MAG	RCES
R_45_A_2.bin.02	93.49	0.1	92.89	0.78	HQ MAG	RCES
R_45_A_2.bin.03	100	0	99.89	0.23	HQ MAG	RCES
R_45_A_2.bin.04	100	0.67	98.2	3.56	HQ MAG	RCES
R_45_A_2.bin.05	88.43	1.71	92.3	1.26	MQ MAG	RCES
R_45_A_2.bin.06	95.25	0.49	95.64	0.67	HQ MAG	RCES
R_45_A_2.bin.07	77.85	0.09	88.92	0.63	MQ MAG	RCES
R_45_A_2.bin.08	95.05	0.28	98.78	1.96	HQ MAG	RCES
R_45_A_2.bin.09	98.88	3.11	96.02	2.76	HQ MAG	RCES
R_45_A_2.bin.10	88.38	1.28	91.25	0.52	MQ MAG	RCES
R_45_A_2.bin.11	82.12	0.53	94.66	2.01	MQ MAG	RCES
R_45_A_2.bin.12	79.17	1.64	59.48	0	MQ MAG	RCES
R_45_A_3.bin.01	99.72	0.78	97.74	0.69	HQ MAG	RCES
R_45_A_3.bin.02	90.42	0.23	94.53	0	HQ MAG	RCES
R_45_A_3.bin.03	83.93	3.48	74.79	1.7	MQ MAG	RCES
R_45_A_3.bin.04	82.64	0.12	92.2	0	MQ MAG	RCES
R_45_A_3.bin.05	100	3.13	99.03	2.45	HQ MAG	RCES
